mixture_id,Intensities
Bushdid_13,"[61.44496572, 58.38337592, 47.88622803, 48.60275636, 59.05665501, 48.76465378, 60.86351287, 54.51680659, 64.76946624, 45.90627815, 63.62171398, 53.65731884, 62.95112328, 63.83652613, 51.91373756, 55.29786583, 53.67649544, 62.97552728, 60.13376532, 58.54399378]"
Bushdid_14,"[61.44496572, 58.38337592, 47.88622803, 48.60275636, 59.05665501, 48.76465378, 60.86351287, 54.51680659, 64.76946624, 45.90627815, 63.62171398, 53.65731884, 62.95112328, 63.83652613, 51.91373756, 49.90606116, 48.89435921, 43.1884141, 57.7690685, 57.31259726]"
Bushdid_15,"[58.62542716, 62.97552728, 61.14577932, 58.3392051, 61.82568494, 59.88999604, 50.43448304, 52.79708299, 57.67809933, 54.51680659, 35.49432741, 42.72357124, 47.39636305, 61.08198948, 42.11011914, 49.95189478, 56.76532431, 36.80477692, 54.53446775, 26.90818113, 58.38337592, 57.09673961, 28.94872287, 62.95112328, 56.71067602, 57.99787037, 37.17358733, 56.25057098, 58.6835805]"
Bushdid_16,"[58.62542716, 62.97552728, 61.14577932, 58.3392051, 61.82568494, 59.88999604, 50.43448304, 52.79708299, 57.67809933, 54.51680659, 35.49432741, 42.72357124, 47.39636305, 61.08198948, 42.11011914, 49.95189478, 56.76532431, 36.80477692, 54.53446775, 62.96973557, 64.98042061, 57.98557317, 29.36251527, 59.22462437, 57.25326379, 60.99529741, 40.68001783, 50.31448701, 58.02777571]"
Bushdid_17,"[50.31448701, 63.62171398, 54.53446775, 29.36251527, 50.60712449, 48.53668158, 58.19243181, 59.62267212, 56.71067602, 55.98155601, 64.98042061, 60.13376532, 57.31259726, 48.60275636, 52.22203237, 57.75422932, 53.24687796, 54.99212052, 26.90818113, 61.08198948, 56.25057098, 60.99529741, 62.95112328, 51.91373756, 52.426179, 42.72357124, 61.65634929, 51.1694032, 54.82877317, 55.95758643]"
Bushdid_18,"[50.31448701, 63.62171398, 54.53446775, 29.36251527, 50.60712449, 48.53668158, 58.19243181, 59.62267212, 56.71067602, 55.98155601, 64.98042061, 60.13376532, 57.31259726, 48.60275636, 52.22203237, 57.75422932, 53.24687796, 54.99212052, 26.90818113, 61.08198948, 56.25057098, 60.99529741, 62.95112328, 51.91373756, 52.426179, 42.72357124, 61.65634929, 51.1694032, 54.82877317, 62.96973557]"
Bushdid_19,"[56.90300202, 56.76532431, 47.39636305, 50.43448304, 62.95112328, 59.62267212, 42.24799048, 50.31448701, 39.22971341, 64.76946624, 52.22203237, 54.53446775, 49.90606116, 48.53668158, 53.65731884, 51.38849123, 57.99787037, 69.36706607, 41.55769132]"
Bushdid_20,"[56.90300202, 56.76532431, 47.39636305, 50.43448304, 61.65634929, 42.11011914, 42.72357124, 51.1694032, 50.84101279, 62.97552728, 56.34878391, 45.90627815, 59.88999604, 60.94017857, 63.83652613, 37.17358733, 54.12642172, 43.1884141, 47.88622803]"
Bushdid_21,"[54.12642172, 50.60712449, 48.53668158, 50.84101279, 36.80477692, 49.95189478, 58.02777571, 43.1884141, 59.05665501, 60.13376532]"
Bushdid_22,"[54.12642172, 50.60712449, 48.53668158, 50.84101279, 36.80477692, 49.95189478, 58.02777571, 43.1884141, 59.05665501, 56.34878391]"
Bushdid_23,"[56.71067602, 50.31448701, 60.39263261, 51.38849123, 60.3600245, 39.22971341, 40.51733074, 55.03201346, 35.49432741, 56.93864141]"
Bushdid_24,"[56.71067602, 50.31448701, 60.39263261, 51.38849123, 60.3600245, 39.22971341, 64.76946624, 56.36771811, 51.1694032, 56.46923902]"
Bushdid_25,"[59.87709184, 51.27860257, 60.2949935, 58.38337592, 58.60072414, 37.66383204, 48.0298342, 57.31259726, 35.49432741]"
Bushdid_26,"[45.90627815, 61.65634929, 51.1694032, 57.7690685, 26.90818113, 51.91373756, 64.0456888, 57.09673961, 60.94017857, 42.24799048]"
Bushdid_27,"[64.98042061, 57.75422932, 60.94017857, 57.25326379, 61.65634929, 52.79708299, 48.53668158, 59.05665501, 37.17358733, 59.87709184, 35.49432741, 43.1884141, 44.96057972, 56.36771811, 36.80477692, 43.63433495, 64.76946624, 51.1694032, 67.0583771]"
Bushdid_28,"[64.98042061, 57.75422932, 60.94017857, 57.25326379, 61.65634929, 55.98155601, 62.08921606, 58.60072414, 64.24854996, 61.14577932, 60.99529741, 64.0456888, 48.60275636, 56.25057098, 60.2949935, 56.46923902, 57.09673961, 51.23769842, 56.34878391, 54.8246523]"
Bushdid_29,"[58.38337592, 56.25057098, 61.14577932, 44.96057972, 54.68290549, 45.90627815, 47.39636305, 36.80477692, 67.0583771, 50.60712449, 51.38849123, 48.0298342, 60.3600245, 50.2006041, 56.71067602, 64.24854996, 55.98155601, 58.3392051, 59.87709184, 60.94017857]"
Bushdid_30,"[53.24164788, 57.54129348, 54.04042441, 69.36706607, 54.12642172, 56.34878391, 57.31259726, 60.13376532, 57.71120958, 47.88622803, 37.66383204, 50.43448304, 63.62171398, 57.61695824, 59.05665501, 59.62267212, 43.1884141, 57.7690685, 61.65634929]"
Bushdid_31,"[44.22753896, 54.82877317, 48.0298342, 56.76532431, 40.68001783, 60.94017857, 60.3600245, 40.51733074, 43.1884141, 51.91373756, 64.76946624, 55.03201346, 58.02777571, 26.90818113, 63.70655912, 39.22971341, 62.08921606, 60.99529741, 60.86351287, 51.1694032]"
Bushdid_32,"[44.22753896, 54.82877317, 48.0298342, 56.76532431, 40.68001783, 60.13376532, 56.90300202, 57.98557317, 61.14577932, 69.36706607, 58.6835805, 49.95189478, 64.98042061, 48.89435921, 57.7690685, 54.53446775, 58.62542716, 55.29786583, 48.76465378, 50.84101279]"
Bushdid_33,"[58.62542716, 56.71067602, 62.96973557, 54.04042441, 58.54399378, 64.0456888, 48.0298342, 35.49432741, 40.51733074, 59.88999604, 44.96057972, 37.66383204, 57.93387117, 52.79708299, 60.86351287, 51.1694032, 53.65731884, 59.22462437, 57.61695824, 57.25326379]"
Bushdid_34,"[58.62542716, 56.71067602, 62.96973557, 54.04042441, 58.54399378, 64.0456888, 48.0298342, 35.49432741, 40.51733074, 59.88999604, 44.96057972, 37.66383204, 57.93387117, 52.79708299, 60.86351287, 45.73953193, 57.99787037, 53.67649544, 56.76532431, 55.95758643]"
Bushdid_35,"[42.72357124, 61.44496572, 55.29786583, 52.426179, 39.22971341, 60.94017857, 57.21506651, 59.22462437, 43.1884141, 55.03201346, 50.2006041, 49.90606116, 58.02777571, 47.39636305, 62.95112328, 59.62267212, 58.6835805, 62.91985986, 57.71120958, 54.12642172, 44.96057972, 35.49432741, 60.86351287, 57.31259726, 51.38849123, 50.31448701, 42.24799048, 53.65731884, 61.65634929, 51.1694032]"
Bushdid_36,"[42.72357124, 61.44496572, 55.29786583, 52.426179, 39.22971341, 60.94017857, 57.21506651, 59.22462437, 43.1884141, 55.03201346, 56.46923902, 50.84101279, 56.93864141, 62.08921606, 49.95189478, 57.99787037, 56.90300202, 60.34060883, 63.70655912, 26.90818113, 57.75422932, 36.80477692, 57.61695824, 69.36706607, 53.24164788, 43.63433495, 54.8246523, 57.93387117, 60.99529741, 48.76465378]"
Bushdid_37,"[57.54129348, 61.82568494, 58.38337592, 60.86351287, 35.49432741, 57.7690685, 56.2092872, 48.89435921, 61.67682969, 57.72094093, 52.22203237, 57.31259726, 49.95189478, 42.11011914, 59.87709184, 67.0583771, 51.27860257, 58.02777571, 56.71067602, 54.8246523, 40.68001783, 50.43448304, 51.23769842, 56.36771811, 50.2006041, 50.84101279, 64.76946624, 59.05665501, 53.24164788, 43.63433495]"
Bushdid_38,"[57.54129348, 61.82568494, 58.38337592, 60.86351287, 35.49432741, 57.7690685, 56.2092872, 48.89435921, 61.67682969, 57.72094093, 52.22203237, 57.31259726, 49.95189478, 42.11011914, 59.87709184, 67.0583771, 51.27860257, 58.02777571, 56.71067602, 54.8246523, 64.24854996, 56.90300202, 63.62171398, 58.19243181, 36.80477692, 62.96973557, 60.99529741, 40.51733074, 48.60275636, 28.94872287]"
Bushdid_39,"[53.67649544, 60.3600245, 57.72094093, 53.24164788, 41.55769132, 63.33591285, 57.09673961, 57.25326379, 28.94872287, 58.19243181, 50.2006041, 63.70655912, 61.14577932, 56.2092872, 36.80477692, 57.93387117, 48.0298342, 44.96057972, 61.82568494, 62.96973557, 62.95112328, 50.60712449, 42.24799048, 40.51733074, 51.91373756, 59.87709184, 63.62171398, 43.1884141, 57.99787037]"
Bushdid_40,"[53.67649544, 60.3600245, 57.72094093, 53.24164788, 41.55769132, 63.33591285, 57.09673961, 57.25326379, 28.94872287, 58.19243181, 50.2006041, 63.70655912, 61.14577932, 56.2092872, 36.80477692, 57.93387117, 48.0298342, 44.96057972, 61.82568494, 62.96973557, 61.08198948, 56.25057098, 54.68290549, 58.3392051, 59.62267212, 56.76532431, 47.39636305, 54.04042441, 56.34878391, 49.95189478]"
Bushdid_41,"[56.2092872, 49.90606116, 64.0456888, 57.25326379, 54.51680659, 54.12642172, 52.79708299, 54.68290549, 56.71067602, 47.88622803]"
Bushdid_42,"[56.2092872, 49.90606116, 64.0456888, 57.25326379, 54.51680659, 54.12642172, 58.3392051, 51.1694032, 57.72094093]"
Bushdid_43,"[51.27860257, 58.02777571, 54.82877317, 61.82568494, 64.0456888, 59.05665501, 60.2949935, 60.3600245, 43.24368151, 60.99529741, 37.17358733, 64.98042061, 49.95189478, 58.6835805, 57.93387117, 56.34878391, 62.08921606, 57.21506651, 54.53446775, 61.65634929]"
Bushdid_44,"[51.27860257, 58.02777571, 54.82877317, 61.82568494, 64.0456888, 36.80477692, 55.81449629, 58.38337592, 59.22462437, 43.63433495, 44.96057972, 45.90627815, 54.8246523, 40.68001783, 42.72357124, 57.31259726, 60.39263261, 63.33591285, 47.88622803]"
Bushdid_45,"[56.90300202, 50.84101279, 40.51733074, 48.89435921, 49.90606116, 57.71120958, 60.39263261, 58.3392051, 57.72094093, 56.34878391]"
Bushdid_46,"[56.90300202, 50.84101279, 40.51733074, 48.89435921, 49.90606116, 57.71120958, 37.17358733, 51.91373756, 51.1694032, 45.90627815]"
Bushdid_47,"[64.98042061, 56.36771811, 59.62267212, 59.88999604, 29.36251527, 55.95758643, 42.11011914, 57.71120958, 53.3810236, 56.76532431, 50.43448304, 60.3600245, 43.63433495, 54.8246523, 64.24854996, 51.23769842, 41.55769132, 51.91373756, 58.60072414, 26.90818113, 57.72094093, 57.09673961, 54.68290549, 52.22203237, 53.24164788, 57.7690685, 59.22462437, 45.90627815, 60.99529741]"
Bushdid_48,"[64.98042061, 56.36771811, 59.62267212, 59.88999604, 29.36251527, 55.95758643, 42.11011914, 57.71120958, 53.3810236, 56.76532431, 50.43448304, 60.3600245, 43.63433495, 54.8246523, 64.24854996, 51.23769842, 41.55769132, 51.91373756, 58.60072414, 62.08921606, 53.24687796, 40.51733074, 53.65731884, 60.2949935, 39.22971341, 62.96973557, 44.96057972, 49.95189478]"
Bushdid_49,"[58.6835805, 54.8246523, 50.60712449, 59.62267212, 49.90606116, 50.84101279, 52.79708299, 57.98557317, 58.38337592, 51.23769842, 59.22462437, 57.09673961, 43.1884141, 51.1694032, 54.04042441, 49.95189478, 60.94017857, 29.36251527, 64.24854996, 44.96057972]"
Bushdid_50,"[58.6835805, 54.8246523, 50.60712449, 59.62267212, 49.90606116, 50.84101279, 52.79708299, 57.98557317, 58.38337592, 51.23769842, 59.22462437, 57.09673961, 43.1884141, 51.1694032, 54.04042441, 58.02777571, 56.2092872, 42.24799048, 63.83652613, 56.71067602]"
Bushdid_51,"[53.65731884, 57.67809933, 48.76465378, 57.31259726, 50.43448304, 63.33591285, 58.3392051, 55.29786583, 61.14577932, 54.04042441]"
Bushdid_52,"[53.65731884, 57.67809933, 48.76465378, 57.75422932, 37.66383204, 51.1694032, 51.27860257, 44.22753896, 55.95758643]"
Bushdid_53,"[69.36706607, 55.95758643, 44.96057972, 63.83652613, 50.31448701, 64.24854996, 43.63433495, 29.36251527, 54.53446775, 48.76465378, 49.90606116, 55.81449629, 67.0583771, 60.86351287, 56.90300202, 57.31259726, 37.66383204, 58.19243181, 42.24799048, 62.96973557, 54.99212052, 43.1884141, 50.84101279, 49.95189478, 53.65731884, 56.34878391, 50.2006041, 51.38849123, 54.82877317, 60.99529741]"
Bushdid_54,"[55.98155601, 51.23769842, 63.62171398, 62.08921606, 26.90818113, 57.67809933, 28.94872287, 56.71067602, 45.90627815, 63.70655912, 53.24687796, 60.94017857, 60.39263261, 56.93864141, 54.68290549, 62.97552728, 58.62542716, 41.55769132, 61.14577932, 57.61695824, 50.43448304, 57.71120958, 54.51680659, 57.98557317, 57.93387117, 54.12642172, 35.49432741, 57.21506651, 51.91373756]"
Bushdid_55,"[26.90818113, 44.22753896, 42.72357124, 64.0456888, 57.31259726, 53.65731884, 56.2092872, 57.25326379, 36.80477692, 48.53668158, 51.38849123, 40.68001783, 59.62267212, 54.12642172, 39.22971341, 50.2006041, 60.99529741, 53.67649544, 59.88999604, 56.76532431]"
Bushdid_56,"[26.90818113, 44.22753896, 42.72357124, 64.0456888, 57.31259726, 53.65731884, 56.2092872, 57.25326379, 36.80477692, 48.53668158, 48.89435921, 59.22462437, 58.6835805, 54.99212052, 42.24799048, 50.84101279, 60.34060883, 60.3600245, 62.95112328, 64.98042061]"
Bushdid_57,"[63.70655912, 61.82568494, 61.65634929, 57.54129348, 62.08921606, 26.90818113, 42.72357124, 55.03201346, 42.24799048]"
Bushdid_58,"[63.70655912, 61.82568494, 61.65634929, 42.11011914, 55.95758643, 51.1694032, 60.39263261, 50.60712449, 62.96973557, 58.60072414]"
Bushdid_59,"[56.71067602, 57.25326379, 42.24799048, 64.24854996, 58.3392051, 53.3810236, 47.39636305, 64.0456888, 62.08921606, 60.99529741, 63.33591285, 50.43448304, 60.86351287, 49.95189478, 51.23769842, 29.36251527, 49.90606116, 54.82877317, 63.70655912]"
Bushdid_60,"[56.71067602, 57.25326379, 42.24799048, 64.24854996, 58.3392051, 53.3810236, 47.39636305, 64.0456888, 62.08921606, 60.99529741, 63.33591285, 50.43448304, 60.86351287, 49.95189478, 51.23769842, 29.36251527, 49.90606116, 54.82877317, 53.65731884]"
Bushdid_61,"[51.1694032, 58.62542716, 55.95758643, 62.96973557, 60.39263261, 57.67809933, 63.33591285, 56.93864141, 58.02777571, 58.54399378, 56.34878391, 42.24799048, 43.63433495, 52.79708299, 53.65731884, 53.24687796, 40.68001783, 62.91985986, 55.03201346, 58.38337592]"
Bushdid_62,"[51.1694032, 58.62542716, 55.95758643, 62.96973557, 60.39263261, 57.67809933, 63.33591285, 56.93864141, 58.02777571, 58.54399378, 56.34878391, 42.24799048, 43.63433495, 52.79708299, 53.65731884, 53.24687796, 40.68001783, 62.91985986, 55.03201346, 62.08921606]"
Bushdid_63,"[53.67649544, 57.67809933, 63.83652613, 44.22753896, 51.23769842, 48.0298342, 64.76946624, 56.2092872, 54.68290549, 54.12642172, 62.08921606, 58.02777571, 61.82568494, 50.31448701, 60.3600245, 39.22971341, 59.22462437, 51.27860257, 53.65731884]"
Bushdid_64,"[53.67649544, 57.67809933, 63.83652613, 44.22753896, 51.23769842, 48.0298342, 64.76946624, 56.2092872, 54.68290549, 54.12642172, 62.08921606, 58.02777571, 61.82568494, 50.31448701, 60.3600245, 39.22971341, 59.22462437, 51.27860257, 61.65634929]"
Bushdid_65,"[55.95758643, 60.34060883, 59.88999604, 60.2949935, 54.51680659, 62.96973557, 50.60712449, 54.53446775, 51.23769842, 57.67809933, 50.43448304, 62.91985986, 57.09673961, 45.73953193, 43.24368151, 56.25057098, 44.22753896, 56.93864141, 52.79708299, 57.54129348, 52.426179, 57.93387117, 62.97552728, 58.62542716, 40.68001783, 57.61695824, 61.08198948, 64.0456888, 43.1884141, 45.90627815]"
Bushdid_66,"[55.95758643, 60.34060883, 59.88999604, 60.2949935, 54.51680659, 62.96973557, 50.60712449, 54.53446775, 51.23769842, 57.67809933, 57.99787037, 56.46923902, 56.36771811, 48.76465378, 58.6835805, 57.72094093, 42.11011914, 55.81449629, 69.36706607, 60.3600245, 26.90818113, 48.89435921, 58.38337592, 37.17358733, 37.66383204, 63.62171398, 54.8246523, 56.76532431, 64.24854996, 49.95189478]"
Bushdid_67,"[55.81449629, 53.24164788, 58.02777571, 54.82877317, 55.98155601, 43.1884141, 52.79708299, 56.90300202, 57.67809933, 41.55769132]"
Bushdid_68,"[55.81449629, 53.24164788, 58.02777571, 54.82877317, 55.98155601, 43.1884141, 52.79708299, 56.90300202, 57.67809933, 50.60712449]"
Bushdid_69,"[36.80477692, 57.93387117, 55.98155601, 59.87709184, 50.43448304, 58.3392051, 50.60712449, 47.39636305, 55.29786583, 54.68290549, 45.90627815, 60.2949935, 61.08198948, 45.73953193, 50.31448701, 59.88999604, 64.76946624, 37.66383204, 40.68001783, 53.67649544]"
Bushdid_70,"[36.80477692, 57.93387117, 55.98155601, 59.87709184, 50.43448304, 58.3392051, 50.60712449, 47.39636305, 55.29786583, 54.68290549, 45.90627815, 60.2949935, 61.08198948, 45.73953193, 50.31448701, 43.24368151, 54.04042441, 43.1884141, 61.65634929, 60.86351287]"
Bushdid_71,"[54.04042441, 53.24687796, 59.05665501, 57.7690685, 59.62267212, 56.90300202, 58.6835805, 57.31259726, 60.99529741, 40.51733074]"
Bushdid_72,"[48.89435921, 57.99787037, 51.1694032, 51.23769842, 26.90818113, 53.24164788, 50.84101279, 55.98155601, 58.02777571, 43.1884141]"
Bushdid_73,"[60.34060883, 52.426179, 49.95189478, 47.88622803, 59.22462437, 45.73953193, 58.38337592, 44.96057972, 55.95758643, 56.46923902]"
Bushdid_74,"[53.67649544, 49.90606116, 51.1694032, 57.67809933, 60.3600245, 45.90627815, 55.81449629, 57.25326379, 63.33591285, 62.08921606]"
Bushdid_75,"[43.63433495, 57.67809933, 60.94017857, 54.12642172, 28.94872287, 64.76946624, 52.22203237, 55.81449629, 54.51680659, 57.61695824, 56.46923902, 55.29786583, 54.8246523, 61.14577932, 35.49432741, 62.96973557, 62.08921606, 54.99212052, 50.43448304, 42.11011914, 49.90606116, 42.72357124, 58.3392051, 63.62171398, 56.34878391, 40.68001783, 62.97552728, 58.19243181, 53.67649544, 54.82877317]"
Bushdid_76,"[43.63433495, 57.67809933, 60.94017857, 54.12642172, 28.94872287, 64.76946624, 52.22203237, 55.81449629, 54.51680659, 57.61695824, 56.46923902, 55.29786583, 54.8246523, 61.14577932, 35.49432741, 62.96973557, 62.08921606, 54.99212052, 50.43448304, 42.11011914, 49.90606116, 42.72357124, 58.3392051, 63.62171398, 56.34878391, 40.68001783, 62.97552728, 58.19243181, 53.67649544, 54.82877317]"
Bushdid_77,"[28.94872287, 57.71120958, 61.44496572, 58.38337592, 63.33591285, 57.72094093, 48.76465378, 55.29786583, 47.39636305, 39.22971341, 62.91985986, 48.60275636, 60.34060883, 43.63433495, 57.67809933, 44.96057972, 59.88999604, 61.67682969, 64.0456888, 52.79708299]"
Bushdid_78,"[28.94872287, 57.71120958, 61.44496572, 58.38337592, 63.33591285, 56.46923902, 55.98155601, 63.62171398, 58.19243181, 64.76946624, 56.93864141, 54.51680659, 26.90818113, 59.05665501, 48.53668158, 60.94017857, 67.0583771, 60.39263261, 53.3810236, 58.60072414]"
Bushdid_79,"[50.43448304, 47.88622803, 26.90818113, 51.27860257, 54.12642172, 49.95189478, 57.7690685, 64.76946624, 53.24687796, 59.22462437, 60.3600245, 69.36706607, 58.62542716, 56.25057098, 61.65634929, 40.51733074, 51.23769842, 54.99212052, 57.93387117]"
Bushdid_80,"[50.43448304, 47.88622803, 26.90818113, 51.27860257, 54.12642172, 49.95189478, 57.7690685, 64.76946624, 53.24687796, 59.22462437, 60.3600245, 69.36706607, 58.62542716, 56.25057098, 55.98155601, 60.86351287, 42.72357124, 61.08198948, 47.39636305]"
Bushdid_81,"[59.05665501, 62.96973557, 50.84101279, 56.46923902, 57.99787037, 53.65731884, 53.3810236, 26.90818113, 60.94017857, 48.0298342]"
Bushdid_82,"[54.99212052, 55.98155601, 51.1694032, 56.71067602, 63.33591285, 56.2092872, 64.76946624, 57.98557317, 50.31448701, 54.82877317]"
Bushdid_83,"[57.25326379, 54.12642172, 53.24687796, 26.90818113, 57.7690685, 56.90300202, 42.11011914, 53.3810236, 63.83652613, 58.3392051, 56.76532431, 54.8246523, 43.63433495, 42.24799048, 59.05665501, 57.31259726, 37.17358733, 62.08921606, 60.99529741, 54.04042441, 41.55769132, 56.46923902, 58.6835805, 45.90627815, 57.98557317, 52.79708299, 39.22971341, 58.38337592, 48.53668158, 69.36706607]"
Bushdid_84,"[57.25326379, 54.12642172, 53.24687796, 26.90818113, 57.7690685, 56.90300202, 42.11011914, 53.3810236, 63.83652613, 58.3392051, 61.67682969, 50.2006041, 35.49432741, 48.76465378, 48.0298342, 55.81449629, 57.93387117, 62.91985986, 56.36771811, 49.90606116, 42.72357124, 59.22462437, 56.93864141, 44.22753896, 54.53446775, 54.82877317, 51.91373756, 54.68290549, 48.89435921, 40.51733074]"
Bushdid_85,"[58.6835805, 48.76465378, 69.36706607, 51.23769842, 61.08198948, 56.34878391, 50.2006041, 60.2949935, 64.98042061, 41.55769132, 39.22971341, 58.38337592, 56.90300202, 59.22462437, 58.62542716, 62.91985986, 60.86351287, 55.03201346, 59.62267212, 29.36251527]"
Bushdid_86,"[49.90606116, 50.31448701, 43.24368151, 60.34060883, 42.24799048, 55.98155601, 57.75422932, 54.53446775, 57.25326379, 64.0456888, 58.02777571, 56.25057098, 53.24164788, 61.14577932, 36.80477692, 48.53668158, 56.2092872, 47.88622803]"
Bushdid_87,"[61.82568494, 57.98557317, 50.60712449, 56.90300202, 28.94872287, 44.22753896, 61.67682969, 58.02777571, 58.60072414, 61.14577932, 58.62542716, 57.99787037, 64.0456888, 57.61695824, 60.94017857, 43.24368151, 54.68290549, 55.29786583, 52.79708299, 62.95112328]"
Bushdid_88,"[55.98155601, 54.8246523, 54.82877317, 50.2006041, 29.36251527, 60.3600245, 54.51680659, 62.91985986, 57.31259726, 61.08198948, 59.05665501, 53.3810236, 57.71120958, 50.84101279, 39.22971341, 57.54129348, 55.95758643, 55.03201346, 26.90818113, 60.86351287]"
Bushdid_89,"[54.51680659, 54.68290549, 53.24164788, 62.96973557, 50.2006041, 56.2092872, 57.31259726, 48.89435921, 48.53668158, 60.39263261, 61.82568494, 59.05665501, 49.90606116, 52.22203237, 41.55769132, 62.97552728, 51.23769842, 42.72357124, 58.54399378, 61.65634929, 44.96057972, 53.24687796, 40.68001783, 64.76946624, 61.44496572, 60.34060883, 48.0298342, 60.94017857, 48.76465378]"
Bushdid_90,"[54.51680659, 54.68290549, 53.24164788, 62.96973557, 50.2006041, 56.2092872, 57.31259726, 48.89435921, 48.53668158, 60.39263261, 61.82568494, 59.05665501, 49.90606116, 52.22203237, 41.55769132, 62.97552728, 51.23769842, 42.72357124, 58.54399378, 61.65634929, 44.96057972, 53.24687796, 40.68001783, 64.76946624, 61.44496572, 60.34060883, 48.0298342, 60.94017857, 52.426179]"
Bushdid_91,"[49.95189478, 63.70655912, 48.53668158, 62.97552728, 47.39636305, 35.49432741, 50.60712449, 62.91985986, 57.98557317, 57.09673961, 53.3810236, 37.66383204, 47.88622803, 59.87709184, 62.95112328, 56.2092872, 61.44496572, 60.2949935, 50.31448701, 63.83652613]"
Bushdid_92,"[49.95189478, 63.70655912, 48.53668158, 62.97552728, 47.39636305, 35.49432741, 50.60712449, 62.91985986, 57.98557317, 57.09673961, 53.3810236, 37.66383204, 47.88622803, 59.87709184, 62.95112328, 56.2092872, 61.44496572, 60.2949935, 50.31448701, 59.05665501]"
Bushdid_93,"[52.426179, 42.72357124, 54.12642172, 41.55769132, 56.25057098, 35.49432741, 57.75422932, 57.31259726, 58.19243181, 63.83652613, 60.2949935, 58.3392051, 56.76532431, 50.31448701, 52.22203237, 44.96057972, 61.44496572, 57.72094093, 55.98155601, 48.89435921]"
Bushdid_94,"[52.426179, 42.72357124, 54.12642172, 41.55769132, 56.25057098, 35.49432741, 57.75422932, 57.31259726, 58.19243181, 63.83652613, 51.23769842, 62.96973557, 61.67682969, 59.22462437, 58.62542716, 55.29786583, 53.67649544, 47.88622803, 53.24164788]"
Bushdid_95,"[48.89435921, 64.0456888, 50.43448304, 57.7690685, 51.23769842, 56.25057098, 51.38849123, 51.27860257, 44.96057972, 64.98042061, 57.09673961, 58.6835805, 57.99787037, 55.81449629, 42.24799048, 54.82877317, 58.38337592, 63.83652613, 51.91373756, 48.0298342, 45.73953193, 62.91985986, 43.24368151, 54.68290549, 59.05665501, 62.97552728, 60.2949935, 41.55769132, 48.76465378, 57.75422932]"
Bushdid_96,"[56.76532431, 60.13376532, 53.24687796, 60.99529741, 56.36771811, 45.90627815, 54.04042441, 52.79708299, 58.3392051, 69.36706607, 61.82568494, 57.67809933, 57.21506651, 63.33591285, 29.36251527, 67.0583771, 60.94017857, 61.65634929, 50.31448701, 43.1884141, 35.49432741, 57.61695824, 59.87709184, 54.12642172, 52.426179, 57.71120958, 59.62267212, 60.34060883, 47.39636305, 36.80477692]"
Bushdid_97,"[56.90300202, 37.17358733, 36.80477692, 58.54399378, 60.86351287, 63.62171398, 52.79708299, 44.96057972, 54.04042441, 45.73953193, 40.51733074, 64.76946624, 57.71120958, 43.1884141, 55.29786583, 53.3810236, 55.95758643, 59.05665501, 53.67649544]"
Bushdid_98,"[56.90300202, 37.17358733, 36.80477692, 58.54399378, 60.86351287, 60.3600245, 54.82877317, 54.68290549, 53.24164788, 54.12642172, 60.2949935, 37.66383204, 61.44496572, 57.93387117, 42.24799048, 50.84101279, 59.62267212, 50.60712449, 50.31448701, 59.88999604]"
Bushdid_99,"[35.49432741, 48.0298342, 54.82877317, 60.39263261, 44.96057972, 56.71067602, 58.02777571, 60.3600245, 60.94017857, 56.25057098]"
Bushdid_100,"[60.99529741, 52.22203237, 51.1694032, 41.55769132, 50.31448701, 45.90627815, 61.14577932, 57.72094093, 56.34878391, 56.76532431]"
Bushdid_101,"[64.76946624, 62.97552728, 49.90606116, 56.46923902, 62.95112328, 51.23769842, 61.44496572, 61.08198948, 58.19243181, 43.63433495, 63.33591285, 53.67649544, 62.91985986, 60.86351287, 35.49432741, 57.67809933, 58.3392051, 64.0456888, 56.90300202, 60.2949935, 62.96973557, 53.65731884, 54.04042441, 60.94017857, 56.71067602, 59.87709184, 42.11011914, 60.3600245, 48.60275636, 57.7690685]"
Bushdid_102,"[64.76946624, 62.97552728, 49.90606116, 56.46923902, 62.95112328, 51.23769842, 61.44496572, 61.08198948, 58.19243181, 43.63433495, 63.33591285, 53.67649544, 62.91985986, 60.86351287, 35.49432741, 57.67809933, 58.3392051, 64.0456888, 56.90300202, 60.2949935, 55.29786583, 57.93387117, 44.22753896, 58.62542716, 43.1884141, 29.36251527, 57.31259726, 58.60072414, 61.82568494, 49.95189478]"
Bushdid_103,"[48.60275636, 58.3392051, 37.66383204, 39.22971341, 55.29786583, 67.0583771, 58.19243181, 57.54129348, 60.94017857, 48.89435921]"
Bushdid_104,"[48.60275636, 58.3392051, 37.66383204, 59.87709184, 59.88999604, 51.1694032, 50.84101279, 57.75422932, 57.71120958, 54.51680659]"
Bushdid_105,"[43.63433495, 54.68290549, 57.71120958, 35.49432741, 29.36251527, 49.95189478, 56.36771811, 48.53668158, 57.72094093, 50.31448701]"
Bushdid_106,"[43.63433495, 54.68290549, 57.71120958, 35.49432741, 29.36251527, 49.95189478, 56.36771811, 48.53668158, 57.72094093, 58.60072414]"
