CID,INTENSITY,prediction
8918,45.90627815,"[0.08731859177350998, 0.4067609906196594, 0.033120330423116684, 0.07236763089895248, 0.1283475160598755, 0.10380323976278305, 0.09722854942083359, 0.2595570683479309, 0.2597491145133972, 0.09637890756130219, 0.15822243690490723, 0.24497051537036896, 0.08296030014753342, 0.17728979885578156, 0.14881634712219238, 0.1234281063079834, 0.08252842724323273, 0.1879279911518097, 0.06383021920919418, 0.10869129747152328, 0.04929810017347336, 0.07988345623016357, 0.0826212540268898, 0.0672435611486435, 0.1417381763458252, 0.08600547909736633, 0.13610893487930298, 0.08399787545204163, 0.05724363774061203, 0.10605082660913467, 0.6618093252182007, 0.4775298237800598, 0.07014726847410202, 0.05088164657354355, 0.2620928883552551, 0.033104486763477325, 0.26398882269859314, 0.07659520208835602, 0.07637808471918106, 0.12723016738891602, 0.07669620215892792, 0.2721686065196991, 0.22831924259662628, 0.19881753623485565, 0.21311631798744202, 0.37724435329437256, 0.24253110587596893, 0.6207444071769714, 0.1548326015472412, 0.0910780057311058, 0.7196188569068909, 0.6215490102767944, 0.26747363805770874, 0.8191190958023071, 0.0319049134850502, 0.09773053973913193, 0.21150431036949158, 0.1999761164188385, 0.1531246155500412, 0.17349569499492645, 0.5722964406013489, 0.06414183974266052, 0.14520786702632904, 0.07158780843019485, 0.5174878835678101, 0.27406448125839233, 0.12486235797405243, 0.23558826744556427, 0.21988482773303986, 0.12831518054008484, 0.12091617286205292, 0.23587997257709503, 0.2619066834449768, 0.07967649400234222, 0.2799457311630249, 0.15354302525520325, 0.03810250014066696, 0.08636355400085449, 0.06792684644460678, 0.29275113344192505, 0.19693605601787567, 0.1600782573223114, 0.11294150352478027, 0.12967875599861145, 0.2904883325099945, 0.13463589549064636, 0.27577367424964905, 0.2194247990846634, 0.197419673204422, 0.04366046190261841, 0.46897974610328674, 0.03490140289068222, 0.5327145457267761, 0.16078408062458038, 0.26506197452545166, 0.14752039313316345, 0.2398834228515625, 0.3385477662086487, 0.06953541189432144, 0.1242806538939476, 0.22387969493865967, 0.15871313214302063, 0.04615919664502144, 0.043691303580999374, 0.1980627030134201, 0.07980380207300186, 0.05904742330312729, 0.15580697357654572, 0.13741877675056458, 0.03211987763643265, 0.6454004049301147, 0.21889813244342804, 0.0688432902097702, 0.05640615150332451, 0.14618316292762756, 0.053533561527729034, 0.3672686815261841, 0.10491754859685898, 0.13905617594718933, 0.25282180309295654, 0.09740102291107178, 0.026520317420363426, 0.11013898998498917, 0.6495342254638672, 0.19962884485721588, 0.10491971671581268, 0.08548147976398468, 0.06522732228040695, 0.25020450353622437, 0.06379075348377228, 0.226189523935318, 0.06842430680990219, 0.1746198982000351, 0.15228025615215302, 0.7457515001296997, 0.179859921336174, 0.33001720905303955, 0.3459482789039612]"
7895,56.08463586,"[0.3446895182132721, 0.09516716003417969, 0.09336160868406296, 0.13535206019878387, 0.03829514980316162, 0.11130313575267792, 0.10497333109378815, 0.3850749433040619, 0.1880260407924652, 0.10161757469177246, 0.15863120555877686, 0.5462496876716614, 0.052259452641010284, 0.033763617277145386, 0.312560498714447, 0.12186501175165176, 0.06096093729138374, 0.25992050766944885, 0.23707692325115204, 0.3770442605018616, 0.06462632864713669, 0.24269834160804749, 0.3198731541633606, 0.050185441970825195, 0.09916988015174866, 0.14102990925312042, 0.49336615204811096, 0.19149042665958405, 0.21826401352882385, 0.06989862769842148, 0.07948432862758636, 0.05423201248049736, 0.05738859251141548, 0.24591390788555145, 0.16650545597076416, 0.12664416432380676, 0.2528420388698578, 0.09517674148082733, 0.13188187777996063, 0.055849839001894, 0.08985825628042221, 0.28169941902160645, 0.019999809563159943, 0.42891088128089905, 0.12930619716644287, 0.24268583953380585, 0.744733989238739, 0.219511941075325, 0.5032959580421448, 0.14025382697582245, 0.05598912760615349, 0.24412035942077637, 0.10036192834377289, 0.9128273129463196, 0.045506078749895096, 0.19235804677009583, 0.019430886954069138, 0.16469749808311462, 0.02018406242132187, 0.12924475967884064, 0.2755429744720459, 0.059876661747694016, 0.1531042754650116, 0.09458142518997192, 0.2859010696411133, 0.09962405264377594, 0.0439390167593956, 0.045775510370731354, 0.17609241604804993, 0.6954801678657532, 0.07231863588094711, 0.09498898684978485, 0.07089352607727051, 0.07993023842573166, 0.05291971564292908, 0.024061132222414017, 0.16774341464042664, 0.16270899772644043, 0.16770528256893158, 0.09950682520866394, 0.18712350726127625, 0.18955057859420776, 0.2652954161167145, 0.009401952847838402, 0.11891605705022812, 0.05200723558664322, 0.40822410583496094, 0.05802393704652786, 0.32261455059051514, 0.02432767115533352, 0.28914618492126465, 0.04600993171334267, 0.07031892240047455, 0.017326707020401955, 0.059884149581193924, 0.019962988793849945, 0.11194130033254623, 0.3466978669166565, 0.2089507132768631, 0.05560808256268501, 0.36388954520225525, 0.12801015377044678, 0.042769260704517365, 0.07937784492969513, 0.07553663849830627, 0.47413167357444763, 0.11678697913885117, 0.11812157928943634, 0.302470862865448, 0.07888013124465942, 0.055991124361753464, 0.4613265097141266, 0.0261724591255188, 0.08730651438236237, 0.38178467750549316, 0.0643477812409401, 0.08436465263366699, 0.5213197469711304, 0.2034299075603485, 0.22094503045082092, 0.14062641561031342, 0.05166197568178177, 0.26043689250946045, 0.8064263463020325, 0.07774285972118378, 0.05358945578336716, 0.1125888079404831, 0.09712238609790802, 0.17591044306755066, 0.10187491029500961, 0.17766675353050232, 0.02603847347199917, 0.015859130769968033, 0.1640242636203766, 0.1058323010802269, 0.16939756274223328, 0.41765856742858887, 0.3255577087402344]"
26331,57.72094093,"[0.07591010630130768, 0.03598198667168617, 0.15779367089271545, 0.3625047206878662, 0.05662792921066284, 0.16964635252952576, 0.10246638208627701, 0.025344660505652428, 0.0199634600430727, 0.15288785099983215, 0.04853910207748413, 0.015504022128880024, 0.28001734614372253, 0.022165464237332344, 0.04753749445080757, 0.09056022763252258, 0.04514513537287712, 0.05014501139521599, 0.46119698882102966, 0.2293432056903839, 0.13357743620872498, 0.06674789637327194, 0.30503034591674805, 0.041706107556819916, 0.06390246003866196, 0.037740420550107956, 0.11648132652044296, 0.04985509440302849, 0.4889644980430603, 0.024424389004707336, 0.02349553257226944, 0.04174092039465904, 0.027908850461244583, 0.6666972041130066, 0.04343292862176895, 0.5885764360427856, 0.05705893039703369, 0.2196379452943802, 0.06308851391077042, 0.09820709377527237, 0.06892199069261551, 0.07587722688913345, 0.035853564739227295, 0.06846310198307037, 0.09424344450235367, 0.5964366793632507, 0.20775988698005676, 0.1105465292930603, 0.20341256260871887, 0.3570789694786072, 0.014478752389550209, 0.10087881982326508, 0.0380721315741539, 0.0466785691678524, 0.056667815893888474, 0.08078835159540176, 0.04016207531094551, 0.0240929052233696, 0.018145307898521423, 0.23378129303455353, 0.5639693140983582, 0.06516717374324799, 0.10759147256612778, 0.6407583355903625, 0.1120816320180893, 0.10155411809682846, 0.04646219685673714, 0.02381613850593567, 0.029085153713822365, 0.06586024165153503, 0.03787468001246452, 0.028657590970396996, 0.10758236795663834, 0.14589974284172058, 0.03995808959007263, 0.017804022878408432, 0.15795671939849854, 0.5135213136672974, 0.11370185762643814, 0.024234510958194733, 0.09950749576091766, 0.05855736881494522, 0.1477099061012268, 0.020796582102775574, 0.07214225828647614, 0.036314692348241806, 0.6404687166213989, 0.041002094745635986, 0.8961349725723267, 0.035739924758672714, 0.06972694396972656, 0.11167854070663452, 0.014433791860938072, 0.028597354888916016, 0.03558963164687157, 0.04098149389028549, 0.070623978972435, 0.02622291073203087, 0.1239885687828064, 0.037609029561281204, 0.15048201382160187, 0.019743818789720535, 0.4241480827331543, 0.5678132772445679, 0.1486632078886032, 0.12673506140708923, 0.08252660185098648, 0.027938753366470337, 0.08644469827413559, 0.8249310255050659, 0.024081479758024216, 0.0974305123090744, 0.033440686762332916, 0.19603092968463898, 0.060715626925230026, 0.21176235377788544, 0.023756545037031174, 0.11890820413827896, 0.050993550568819046, 0.06432278454303741, 0.03448339179158211, 0.13875460624694824, 0.07110123336315155, 0.19877596199512482, 0.12705998122692108, 0.05967773124575615, 0.19442705810070038, 0.17396268248558044, 0.055354975163936615, 0.07668337970972061, 0.411807119846344, 0.10752586275339127, 0.05782053619623184, 0.06358793377876282, 0.0279608815908432, 0.06910921633243561, 0.1031082421541214, 0.3579123914241791]"
10976,57.71120958,"[0.3913167119026184, 0.35972610116004944, 0.061814289540052414, 0.13661304116249084, 0.05840136855840683, 0.09005063772201538, 0.09205346554517746, 0.4033106863498688, 0.13961967825889587, 0.09947767853736877, 0.1174502819776535, 0.3816121220588684, 0.04992526024580002, 0.0833529382944107, 0.2644164264202118, 0.13217636942863464, 0.07346438616514206, 0.12712500989437103, 0.1002277359366417, 0.1188642829656601, 0.06267515569925308, 0.1569550335407257, 0.10601530224084854, 0.054202932864427567, 0.15093454718589783, 0.09715889394283295, 0.42804914712905884, 0.14701049029827118, 0.10006491094827652, 0.10700184106826782, 0.46223145723342896, 0.2754325568675995, 0.09050010144710541, 0.135029599070549, 0.29669028520584106, 0.046736180782318115, 0.3205583691596985, 0.06999342143535614, 0.12987646460533142, 0.30254632234573364, 0.07871164381504059, 0.4113430082798004, 0.2901465892791748, 0.3288770020008087, 0.19164469838142395, 0.637656033039093, 0.286590039730072, 0.7286605834960938, 0.4638059139251709, 0.18283262848854065, 0.5953060388565063, 0.5719695687294006, 0.17779545485973358, 0.7515732049942017, 0.034599777311086655, 0.10512693226337433, 0.18029141426086426, 0.1527308225631714, 0.11608531326055527, 0.5202984809875488, 0.9303112030029297, 0.08391903340816498, 0.20959234237670898, 0.09319275617599487, 0.721653938293457, 0.1470632255077362, 0.15181882679462433, 0.157278373837471, 0.20125529170036316, 0.2706921100616455, 0.13626399636268616, 0.27510878443717957, 0.45486515760421753, 0.13028815388679504, 0.27097517251968384, 0.13299182057380676, 0.09413011372089386, 0.08276321738958359, 0.2200540006160736, 0.3424098789691925, 0.26693326234817505, 0.15629616379737854, 0.1681937873363495, 0.08459816128015518, 0.5508165955543518, 0.04822429269552231, 0.6023916602134705, 0.22858074307441711, 0.3531261682510376, 0.03285526484251022, 0.7463850975036621, 0.036115434020757675, 0.3717978596687317, 0.07175718247890472, 0.182933047413826, 0.11003860086202621, 0.11348621547222137, 0.26096123456954956, 0.1951955258846283, 0.10148370265960693, 0.13105270266532898, 0.10483305156230927, 0.04989929869771004, 0.07007819414138794, 0.10274432599544525, 0.38526612520217896, 0.12932877242565155, 0.07927113771438599, 0.2568577229976654, 0.05141652747988701, 0.26391440629959106, 0.17684538662433624, 0.03944140672683716, 0.06604179739952087, 0.18723803758621216, 0.072840616106987, 0.31761687994003296, 0.25787225365638733, 0.28002285957336426, 0.43381085991859436, 0.06799812614917755, 0.03263183683156967, 0.21504339575767517, 0.6098530292510986, 0.17525163292884827, 0.19054703414440155, 0.08220330625772476, 0.16017356514930725, 0.19766584038734436, 0.07181505858898163, 0.5389096140861511, 0.05905067175626755, 0.2616763710975647, 0.1331365406513214, 0.5164769887924194, 0.28978949785232544, 0.43386703729629517, 0.49789634346961975]"
5281515,50.31448701,"[0.025548022240400314, 0.11291243880987167, 0.040295638144016266, 0.04149235039949417, 0.3595688045024872, 0.19347742199897766, 0.14511850476264954, 0.06503661721944809, 0.06529439985752106, 0.2180907279253006, 0.35239678621292114, 0.048380620777606964, 0.054153360426425934, 0.09974353015422821, 0.1246926337480545, 0.09527283906936646, 0.07624851167201996, 0.030411187559366226, 0.12483713775873184, 0.04099144786596298, 0.041199516505002975, 0.3531971573829651, 0.04896118864417076, 0.35650888085365295, 0.1289616823196411, 0.036337949335575104, 0.023187553510069847, 0.042494986206293106, 0.0420636311173439, 0.11297346651554108, 0.4217650294303894, 0.2226925641298294, 0.226304292678833, 0.04075225442647934, 0.07012416422367096, 0.05919184535741806, 0.023107532411813736, 0.03700337931513786, 0.2067149579524994, 0.07466451078653336, 0.08621040731668472, 0.10721788555383682, 0.050500161945819855, 0.04134634882211685, 0.4672115743160248, 0.2725629508495331, 0.058939218521118164, 0.21318809688091278, 0.02504037320613861, 0.07117834687232971, 0.1593693345785141, 0.3820227086544037, 0.16798464953899384, 0.16655080020427704, 0.04971764236688614, 0.11236049234867096, 0.06992863118648529, 0.04756338521838188, 0.21383991837501526, 0.0872778445482254, 0.37610968947410583, 0.0576605498790741, 0.19114068150520325, 0.038706593215465546, 0.38996416330337524, 0.14002732932567596, 0.05570031329989433, 0.032251760363578796, 0.08847014605998993, 0.0454782173037529, 0.0718158632516861, 0.1324571818113327, 0.13487133383750916, 0.17040188610553741, 0.23007914423942566, 0.0802762359380722, 0.04730493575334549, 0.04619324579834938, 0.2734007239341736, 0.08009754121303558, 0.11169090121984482, 0.06203119829297066, 0.23001980781555176, 0.07009351998567581, 0.030673855915665627, 0.23472332954406738, 0.19291062653064728, 0.18071338534355164, 0.13521325588226318, 0.05410458892583847, 0.31467270851135254, 0.05145462602376938, 0.1859857738018036, 0.07284311205148697, 0.21799275279045105, 0.17801153659820557, 0.055972468107938766, 0.07691892236471176, 0.21036970615386963, 0.3505089282989502, 0.04486585408449173, 0.0596805214881897, 0.03832623362541199, 0.03411545604467392, 0.2431921511888504, 0.10252179950475693, 0.07244322448968887, 0.07448465377092361, 0.06710266321897507, 0.062078505754470825, 0.1268761307001114, 0.052072662860155106, 0.20606043934822083, 0.06166546791791916, 0.19118690490722656, 0.1166410818696022, 0.1066652312874794, 0.09883999824523926, 0.0914197713136673, 0.5432010889053345, 0.050312239676713943, 0.036548033356666565, 0.058548085391521454, 0.634924054145813, 0.25836342573165894, 0.43157607316970825, 0.3330792784690857, 0.04151114821434021, 0.18160422146320343, 0.054675810039043427, 0.08184383064508438, 0.23600848019123077, 0.13615863025188446, 0.25524216890335083, 0.15640953183174133, 0.15829059481620789, 0.03936290740966797, 0.8420068025588989]"
240,61.08198948,"[0.05296212434768677, 0.1412147879600525, 0.059973835945129395, 0.8599465489387512, 0.08947523683309555, 0.07089460641145706, 0.39601150155067444, 0.06999918073415756, 0.06485907733440399, 0.30550894141197205, 0.4639996588230133, 0.0814976915717125, 0.04886423423886299, 0.018200716003775597, 0.21493832767009735, 0.7334654927253723, 0.030907411128282547, 0.05668029934167862, 0.17455576360225677, 0.11478271335363388, 0.024813812226057053, 0.12553328275680542, 0.1892930567264557, 0.025732770562171936, 0.038956668227910995, 0.04214838147163391, 0.06423740833997726, 0.8279372453689575, 0.19146552681922913, 0.5210491418838501, 0.04142793267965317, 0.04322534054517746, 0.09478344768285751, 0.22130081057548523, 0.1574949026107788, 0.10244227945804596, 0.04842345044016838, 0.06411582231521606, 0.08503350615501404, 0.09832267463207245, 0.3480786383152008, 0.14409902691841125, 0.01596773974597454, 0.04936666786670685, 0.1460912525653839, 0.10686634480953217, 0.15566447377204895, 0.049335941672325134, 0.10912711918354034, 0.03706260398030281, 0.347036212682724, 0.09302205592393875, 0.029844695702195168, 0.8920704126358032, 0.0275138970464468, 0.10061714798212051, 0.049367375671863556, 0.08215746283531189, 0.011913212016224861, 0.049764811992645264, 0.13823239505290985, 0.322770357131958, 0.27790045738220215, 0.05132359266281128, 0.3293626010417938, 0.2842608392238617, 0.18682916462421417, 0.06176629662513733, 0.046995945274829865, 0.029041921719908714, 0.05599360540509224, 0.041129618883132935, 0.05575729161500931, 0.0769839808344841, 0.0291402880102396, 0.030641620978713036, 0.06437601149082184, 0.0348241850733757, 0.30415457487106323, 0.10391869395971298, 0.09531350433826447, 0.0676143690943718, 0.12546850740909576, 0.010601179674267769, 0.06470756232738495, 0.03296314924955368, 0.2837417721748352, 0.037090472877025604, 0.5402008891105652, 0.03160121291875839, 0.28574833273887634, 0.023526731878519058, 0.12838459014892578, 0.06616722792387009, 0.045835524797439575, 0.036962613463401794, 0.056894876062870026, 0.04829564318060875, 0.4461299479007721, 0.0346895195543766, 0.07306317985057831, 0.11890354007482529, 0.02973661758005619, 0.02986273728311062, 0.4853990077972412, 0.36065393686294556, 0.10369870811700821, 0.09171570837497711, 0.058528851717710495, 0.05278424173593521, 0.12211048603057861, 0.1705087423324585, 0.02972393110394478, 0.0369940884411335, 0.37971481680870056, 0.09632696956396103, 0.03293674439191818, 0.0701480507850647, 0.0693112313747406, 0.5034964084625244, 0.1425754278898239, 0.021307729184627533, 0.025441784411668777, 0.9121940732002258, 0.08091112226247787, 0.02440710924565792, 0.14485201239585876, 0.028134319931268692, 0.09890351444482803, 0.381063312292099, 0.053741514682769775, 0.01590505987405777, 0.017885316163301468, 0.2949492037296295, 0.04712558537721634, 0.07339301705360413, 0.1386636644601822, 0.1789351999759674]"
7921,54.12642172,"[0.05845537781715393, 0.08875006437301636, 0.03963277116417885, 0.22882001101970673, 0.10003341734409332, 0.14914599061012268, 0.15139974653720856, 0.10808838903903961, 0.10253161191940308, 0.21748289465904236, 0.15275444090366364, 0.10355530679225922, 0.06067316606640816, 0.03150572627782822, 0.14537863433361053, 0.1585874855518341, 0.06515685468912125, 0.10070745646953583, 0.291672021150589, 0.4616532325744629, 0.0426509827375412, 0.18422040343284607, 0.4668080806732178, 0.07572631537914276, 0.301606148481369, 0.09283740818500519, 0.11100809276103973, 0.1793840229511261, 0.18012075126171112, 0.21344657242298126, 0.11594369262456894, 0.1153884157538414, 0.11686372756958008, 0.19077712297439575, 0.7289579510688782, 0.1686776578426361, 0.07086250185966492, 0.07670876383781433, 0.13894669711589813, 0.0755416676402092, 0.7625232934951782, 0.5311233997344971, 0.026908913627266884, 0.25859227776527405, 0.14980098605155945, 0.17223061621189117, 0.22584176063537598, 0.3247157037258148, 0.10326126962900162, 0.07225765287876129, 0.16178175806999207, 0.1299264132976532, 0.06720837205648422, 0.43752408027648926, 0.038528285920619965, 0.07156844437122345, 0.032463569194078445, 0.05066807195544243, 0.03397863358259201, 0.12494747340679169, 0.2424732893705368, 0.11392346769571304, 0.5425354838371277, 0.07764320075511932, 0.6894959807395935, 0.1188896894454956, 0.037703026086091995, 0.08433395624160767, 0.05136001110076904, 0.23739567399024963, 0.48775821924209595, 0.07021462917327881, 0.07801475375890732, 0.11508343368768692, 0.08240052312612534, 0.024253109470009804, 0.10368786752223969, 0.06594277173280716, 0.125081866979599, 0.06375229358673096, 0.1259731948375702, 0.2768067717552185, 0.4134390354156494, 0.020281486213207245, 0.0810028538107872, 0.10242299735546112, 0.28405818343162537, 0.10144718736410141, 0.5876235961914062, 0.03796837851405144, 0.40755587816238403, 0.04001740366220474, 0.05917917937040329, 0.03792387247085571, 0.07233412563800812, 0.05379176139831543, 0.14683791995048523, 0.06908296793699265, 0.23235639929771423, 0.07100734859704971, 0.0764380618929863, 0.13079366087913513, 0.09285992383956909, 0.06102408841252327, 0.2166389673948288, 0.15673108398914337, 0.06758316606283188, 0.07521156966686249, 0.06593145430088043, 0.1776319444179535, 0.03624919056892395, 0.21004751324653625, 0.05793825909495354, 0.10045547783374786, 0.20433452725410461, 0.08885054290294647, 0.07450125366449356, 0.26353105902671814, 0.17218437790870667, 0.43338918685913086, 0.10047044605016708, 0.031239256262779236, 0.07436393201351166, 0.8192432522773743, 0.20900173485279083, 0.1117606908082962, 0.5300957560539246, 0.04801635444164276, 0.207598015666008, 0.220321923494339, 0.15669909119606018, 0.04393896833062172, 0.05184091255068779, 0.2994306981563568, 0.12996675074100494, 0.0982663705945015, 0.20030716061592102, 0.4993661046028137]"
3314,58.3392051,"[0.04595838487148285, 0.05331641435623169, 0.03936370462179184, 0.1267906129360199, 0.1148172989487648, 0.18299070000648499, 0.22734799981117249, 0.018662355840206146, 0.025017201900482178, 0.25835120677948, 0.3844563663005829, 0.02352404221892357, 0.10667674243450165, 0.04952363669872284, 0.05121443420648575, 0.19579365849494934, 0.04695425555109978, 0.01708493009209633, 0.34883245825767517, 0.04985625669360161, 0.04787098243832588, 0.10973560810089111, 0.17417988181114197, 0.05032983422279358, 0.147171288728714, 0.045381344854831696, 0.056454289704561234, 0.10341697931289673, 0.15718939900398254, 0.35373133420944214, 0.10178281366825104, 0.06684774160385132, 0.639308750629425, 0.08816201984882355, 0.10847313702106476, 0.12784670293331146, 0.01617439277470112, 0.07404156774282455, 0.1102241724729538, 0.10078601539134979, 0.12073687463998795, 0.2270539253950119, 0.03707846254110336, 0.12733948230743408, 0.3123701214790344, 0.18191273510456085, 0.04835963249206543, 0.08641830831766129, 0.031002361327409744, 0.07112056016921997, 0.23701941967010498, 0.15588076412677765, 0.04053821042180061, 0.07412470877170563, 0.05193210393190384, 0.08144509047269821, 0.06805644929409027, 0.027291258797049522, 0.04080568626523018, 0.0718194842338562, 0.08218370378017426, 0.1325412094593048, 0.19825105369091034, 0.06299680471420288, 0.32155364751815796, 0.15662474930286407, 0.05261602997779846, 0.03652174770832062, 0.04466435685753822, 0.033885639160871506, 0.07270555943250656, 0.07746995985507965, 0.059618137776851654, 0.28245797753334045, 0.1305142343044281, 0.03988460451364517, 0.09958942234516144, 0.3018406331539154, 0.45131683349609375, 0.04019036144018173, 0.13309402763843536, 0.12181500345468521, 0.1128416433930397, 0.02909761294722557, 0.05547395348548889, 0.040561407804489136, 0.2758015990257263, 0.0936821699142456, 0.14821428060531616, 0.052238620817661285, 0.09059678018093109, 0.07024063915014267, 0.058330804109573364, 0.04781085252761841, 0.15925224125385284, 0.07850755751132965, 0.029779130592942238, 0.03932160884141922, 0.7500403523445129, 0.06834103167057037, 0.030561547726392746, 0.03728103265166283, 0.03707340359687805, 0.042491208761930466, 0.3225228190422058, 0.2771628499031067, 0.08453985303640366, 0.04706626012921333, 0.050341200083494186, 0.23102104663848877, 0.05742540955543518, 0.09086999297142029, 0.08343466371297836, 0.23192748427391052, 0.21336057782173157, 0.6676334142684937, 0.04506104439496994, 0.0646808072924614, 0.08804171532392502, 0.8831079602241516, 0.05672561377286911, 0.06221349164843559, 0.044387441128492355, 0.8053848147392273, 0.21442294120788574, 0.11631021648645401, 0.20162232220172882, 0.03403979912400246, 0.07867997139692307, 0.4478103220462799, 0.13768552243709564, 0.06573072820901871, 0.051059477031230927, 0.4450833201408386, 0.0995555967092514, 0.09688868373632431, 0.029243910685181618, 0.6609765291213989]"
7410,62.95112328,"[0.04714161530137062, 0.054349977523088455, 0.02312803827226162, 0.635888934135437, 0.10544280707836151, 0.1996328979730606, 0.5655825734138489, 0.03075885772705078, 0.055295687168836594, 0.38527756929397583, 0.5202604532241821, 0.04660920426249504, 0.040401048958301544, 0.02673698589205742, 0.20572800934314728, 0.42566266655921936, 0.041667062789201736, 0.036230020225048065, 0.1657065898180008, 0.12267942726612091, 0.02103426679968834, 0.19855163991451263, 0.1186058521270752, 0.029493939131498337, 0.06799875199794769, 0.04228762537240982, 0.07334698736667633, 0.6970089077949524, 0.2032475471496582, 0.2859683334827423, 0.0343303307890892, 0.060089923441410065, 0.1092325896024704, 0.17690260708332062, 0.17940329015254974, 0.06966529041528702, 0.027317816391587257, 0.057125162333250046, 0.08448757976293564, 0.0997246727347374, 0.62959223985672, 0.3400885760784149, 0.015126319602131844, 0.07796819508075714, 0.21239987015724182, 0.16806846857070923, 0.10041788965463638, 0.03822200372815132, 0.06113647297024727, 0.040781062096357346, 0.8863420486450195, 0.0814097672700882, 0.018934283405542374, 0.40181779861450195, 0.02460494264960289, 0.0553562231361866, 0.08830708265304565, 0.16495104134082794, 0.03548754006624222, 0.03862283006310463, 0.0781199187040329, 0.7076741456985474, 0.5717567205429077, 0.07384522259235382, 0.31839388608932495, 0.45652490854263306, 0.23936781287193298, 0.13597933948040009, 0.029671404510736465, 0.03841297701001167, 0.12436524778604507, 0.04948979616165161, 0.0541001632809639, 0.15658704936504364, 0.03130161389708519, 0.09877784550189972, 0.05481822043657303, 0.03634386882185936, 0.2790028750896454, 0.10411007702350616, 0.11631317436695099, 0.11251908540725708, 0.17653611302375793, 0.04132680222392082, 0.0446225181221962, 0.10711580514907837, 0.30182603001594543, 0.058226894587278366, 0.5366021394729614, 0.0360553078353405, 0.12985777854919434, 0.02271302603185177, 0.22831383347511292, 0.323367714881897, 0.08487214148044586, 0.04876374080777168, 0.0351133868098259, 0.03222077712416649, 0.4642961025238037, 0.035273730754852295, 0.03227076679468155, 0.10973553359508514, 0.0713157206773758, 0.029692035168409348, 0.6529027819633484, 0.32240378856658936, 0.07104988396167755, 0.19104108214378357, 0.052165437489748, 0.06271852552890778, 0.22196240723133087, 0.12345810979604721, 0.05712186172604561, 0.04402880370616913, 0.2864375114440918, 0.12662534415721893, 0.06056278198957443, 0.07543206214904785, 0.07762686163187027, 0.24419346451759338, 0.13026483356952667, 0.016521062701940536, 0.02689274586737156, 0.9392598867416382, 0.15072761476039886, 0.029935404658317566, 0.22854745388031006, 0.014896330423653126, 0.12389497458934784, 0.5527294278144836, 0.04069654271006584, 0.035878561437129974, 0.04643716663122177, 0.2022881805896759, 0.04673036187887192, 0.07418501377105713, 0.1034967452287674, 0.22406795620918274]"
12020,50.43448304,"[0.2400585412979126, 0.14268282055854797, 0.3531181812286377, 0.18687325716018677, 0.025476422160863876, 0.0679427981376648, 0.14198128879070282, 0.26819831132888794, 0.07183675467967987, 0.10835137218236923, 0.06413368880748749, 0.20321011543273926, 0.0676320493221283, 0.04867853969335556, 0.2295701950788498, 0.14763692021369934, 0.13402588665485382, 0.10293765366077423, 0.17124995589256287, 0.19851572811603546, 0.16513845324516296, 0.11046022176742554, 0.17748914659023285, 0.03225694224238396, 0.07857038825750351, 0.150771826505661, 0.34743544459342957, 0.20103883743286133, 0.17808787524700165, 0.07783450186252594, 0.1142047643661499, 0.05577453225851059, 0.04707667976617813, 0.21348576247692108, 0.04297009855508804, 0.10633138567209244, 0.16931989789009094, 0.18559814989566803, 0.1133098229765892, 0.17453885078430176, 0.031144017353653908, 0.14827732741832733, 0.06637301295995712, 0.17657916247844696, 0.11673375219106674, 0.48867568373680115, 0.5263583064079285, 0.15875156223773956, 0.3821120858192444, 0.16499222815036774, 0.09029966592788696, 0.3285432755947113, 0.11070374399423599, 0.7625767588615417, 0.12797211110591888, 0.24961379170417786, 0.09903322160243988, 0.1832243949174881, 0.08741123229265213, 0.2690243721008301, 0.8245517611503601, 0.06297548860311508, 0.10244325548410416, 0.14023476839065552, 0.34817665815353394, 0.09750020503997803, 0.12221799045801163, 0.04839543253183365, 0.17090991139411926, 0.1599235087633133, 0.047391586005687714, 0.11736714839935303, 0.23371219635009766, 0.0644930750131607, 0.0687294602394104, 0.04998185485601425, 0.1905544102191925, 0.20818500220775604, 0.15150505304336548, 0.1774052083492279, 0.4257716238498688, 0.10010750591754913, 0.1237548366189003, 0.02866366133093834, 0.4034866690635681, 0.02763020433485508, 0.30520591139793396, 0.11047174781560898, 0.2791898250579834, 0.05520821362733841, 0.2778800129890442, 0.18605247139930725, 0.05133778974413872, 0.0272439606487751, 0.03759382665157318, 0.05593033507466316, 0.06387944519519806, 0.1322709619998932, 0.12589040398597717, 0.05296114832162857, 0.2121034860610962, 0.11095678806304932, 0.06829232722520828, 0.23402397334575653, 0.04008996859192848, 0.5672300457954407, 0.3468547761440277, 0.0672849789261818, 0.2265234738588333, 0.16397181153297424, 0.049811311066150665, 0.24929025769233704, 0.0260870810598135, 0.13955506682395935, 0.3657454550266266, 0.059611715376377106, 0.05707253888249397, 0.1287441998720169, 0.15356440842151642, 0.2592848241329193, 0.10202547162771225, 0.19761858880519867, 0.16157172620296478, 0.32585516571998596, 0.07951494306325912, 0.07225153595209122, 0.05235172435641289, 0.3179318308830261, 0.35647931694984436, 0.07014789432287216, 0.43646731972694397, 0.043680958449840546, 0.06922802329063416, 0.14490342140197754, 0.07780536264181137, 0.1916409730911255, 0.19300910830497742, 0.09905825555324554]"
